574	679	
18	1968	
547	1487	
669	627	
17	1283	
1784	1413	
1968	351	
1580	492	
921	1783	
298	239	
219	1748	
845	690	
135	1037	
1458	631	
635	1254	
621	1148	
1488	1018	
1907	1119	
186	1985	
1868	643	
1935	609	
939	1834	
1973	1548	
1865	761	
1917	298	
1126	2	
1556	1762	
1188	747	
1343	1733	
1400	1317	
1021	96	
100	1697	
459	1396	
1544	816	
854	968	
380	1580	
1139	1739	
918	902	
460	620	
1833	1018	
1742	1575	
1801	459	
1070	1911	
776	854	
1172	757	
691	1963	
1915	1097	
1869	1474	
1404	1419	
134	1989	
21	392	
1926	599	
1786	1863	
168	222	
31	643	
678	84	
1278	1496	
935	1534	
955	1156	
1412	1290	
1600	380	
1721	398	
553	790	
618	794	
1189	753	
1304	1374	
1934	1589	
1427	741	
194	1332	
737	363	
1107	1499	
1678	199	
1584	1156	
456	752	
1875	1774	
556	170	
1394	724	
718	1211	
1011	950	
1306	319	
1977	1165	
960	226	
1914	717	
527	1939	
1459	236	
311	1780	
833	1662	
1767	270	
1663	1113	
1617	1638	
1176	61	
189	824	
666	888	
1296	1775	
480	681	
801	1056	
539	1153	
643	1790	
1452	600	
1854	292	
1173	106	
1426	1038	
1640	920	
753	474	
1649	94	
1046	172	
180	1045	
1230	1545	
1815	1762	
1332	1742	
1105	1310	
132	676	
1000	1714	
1365	1913	
1432	1365	
494	392	
1395	1803	
424	1149	
1187	1002	
1371	360	
1605	922	
654	1575	
1896	229	
1127	484	
1762	869	
198	1193	
1074	124	
1978	340	
1782	195	
1484	957	
1446	246	
1336	1685	
264	27	
1453	708	
1211	374	
1407	737	
1886	1512	
1154	854	
1071	315	
173	544	
3
